Area,Year,Total Crops Yielded per 100g/ha,Total Crop Based Food Balance per 1000t,Total Fertilizers Used in Tonnes,Total FDI Inflows per million USD,Total Crop Emissions N20,Total Land Use per 1000/ha,Total Pesticides Used in Tonnes,Total Cereal Export Value per 1000 USD,Total Sugar and Honey Export Value per 1000 USD,Total Fruits and Vegetables Export Value per 1000 USD,Total Tobacco Export Value per 1000 USD,Total Fats and Oils Export Value per 1000 USD
Iran (Islamic Republic of),2010,135624.54545454544,352.53846153846155,534904.0,3654.714,5.3516,17062.4,4381.59,506011.0,164679.0,3314558.0,4296.0,65950.0
Iran (Islamic Republic of),2011,137353.0,271.9230769230769,294174.6,4296.155,4.3419,16915.6,4713.64,379327.0,166669.0,2888867.0,5987.0,45643.0
Iran (Islamic Republic of),2012,130880.27272727272,239.76923076923077,108765.39130434781,4685.247,4.5442,16768.8,7051.91,541920.0,173066.0,1931207.0,4974.0,111684.0
Iran (Islamic Republic of),2013,139659.9090909091,199.3846153846154,116649.17391304347,2943.664,4.642,16477.0,6494.24,469582.0,138101.0,1744376.0,8071.0,240865.0
Iran (Islamic Republic of),2014,145818.27272727274,468.3333333333333,129702.04347826086,2109.455,4.8817,16477.0,6609.9,436326.2299999999,230009.53,4019344.6600000006,4242.45,22910.04
Iran (Islamic Republic of),2015,154657.81818181818,313.3076923076923,128110.17391304347,2050.0,5.0284,16477.0,6725.57,339038.69,153011.75,2260170.46,1305.89,4432.01
Iran (Islamic Republic of),2016,156440.54545454544,498.0,80345.30434782608,3372.0,5.9587,16477.0,6841.23,371377.04,178402.09,3337051.55,3151.18,50391.73
Iran (Islamic Republic of),2017,167331.9090909091,523.8333333333334,216230.05,5019.0,5.0494,16958.0,6871.73,459514.2299999999,202151.43,3444423.12,4151.73,60207.1
Iran (Islamic Republic of),2018,172146.9090909091,385.9230769230769,375539.6666666667,2373.0,5.1834,17438.0,5744.419999999999,481870.95,283390.91,2994258.74,7280.919999999999,68812.75
Iran (Islamic Republic of),2019,169630.45454545456,361.75,307390.25,1508.0,6.1042,17511.3333,4977.43,177189.82,144887.73,1980514.14,8204.06,13048.81
Iran (Islamic Republic of),2020,170616.0,370.3076923076923,304938.71428571426,1342.0,4.6063,17550.6667,5855.93,161121.96,169103.0,1909347.6,5093.5,283.46
Iraq,2010,51796.09090909091,5.5,377840.0,1396.2,1.2194,4220.0,744.33,93.0,54.0,36879.0,299.0,0.0
Iraq,2011,47564.90909090909,11.75,114000.0,1882.3,1.1958000000000002,4550.0,638.2399999999999,1251.0,83.0,47704.0,1446.0,0.0
Iraq,2017,49866.72727272727,22.333333333333332,159980.83333333334,-5032.4,0.9695000000000001,5329.0,214.79,470.96,1445.02,135195.82,963.81,53.27
Iraq,2018,53521.72727272727,24.25,251527.0,-4885.1,0.6773,5349.0,283.99,422.4,1877.89,100236.03000000001,55.22,2697.27
Ireland,2010,191611.25,127.15384615384616,120408.3076923077,42804.07119,0.4671,440.84,2529.2,1463565.0,108614.0,295409.0,114553.0,67629.0
Ireland,2011,198376.25,138.69230769230768,100361.0,23544.70316,0.5682,460.14,3713.7600000000007,1793749.0,123081.0,296621.0,126577.0,75839.0
Ireland,2012,179789.0,138.07692307692307,59353.0,48883.84075,0.4845,483.61,2801.78,1845001.0,133046.0,283070.0,107674.0,55080.0
Ireland,2013,203979.625,127.92307692307693,70578.63636363637,50610.26623,0.5392,475.0400000000001,2935.81,2236342.0,142420.0,305327.0,110088.0,48297.0
Ireland,2014,214367.375,149.30769230769232,67448.31818181818,50544.01972,0.5837,466.18,3392.34,2678603.52,131264.97,346827.96,93903.04,71250.86
Ireland,2015,220079.25,180.84615384615384,69637.14285714286,217866.4151,0.5862,454.0,3503.6099999999997,2440444.7,175345.11,320368.94,51382.99,54931.97
Ireland,2016,216308.25,173.92307692307693,64841.81818181819,39414.66865,0.5188,462.0,3112.53,2657846.3,228825.66,308183.8,38017.24,84875.88
Ireland,2017,226935.75,182.69230769230768,73266.04545454546,52834.92054,0.5356,462.0,2942.02,2738817.05,171525.92,338552.72,4088.0,100401.59
Ireland,2018,242429.4,178.07692307692304,139039.92307692306,-12017.40254,0.4065,452.0,2651.36,2527340.43,168913.18,377389.81,1095.21,74000.26
Ireland,2019,279641.6,190.15384615384616,129596.802,149433.0979,0.5074,444.0,2971.77,2436250.36,165393.46,349515.28,455.85,76616.94
Ireland,2020,252780.0,184.53846153846155,112649.33333333331,76387.82601,0.42480000000000007,445.0,2909.82,2574523.59,137844.6,371077.9,678.84,96572.97
Ireland,2021,274959.6,191.3846153846154,136525.15384615384,-6249.600825,0.5277,437.0,3090.94,2244148.07,140351.56,465953.57,1433.33,119512.35
Israel,2012,143583.9,124.6923076923077,0.0,8468.0,0.0967,386.2,6009.0,107200.0,23528.0,1354545.0,355.0,19211.0
Israel,2013,144207.6,127.53846153846152,0.0,12447.6808,0.0912,380.3,6005.0,105272.0,39301.0,1464138.0,984.0,20655.0
Israel,2014,128027.2,113.53846153846152,0.0,6049.0,0.0931,397.7,6335.0,103428.0,30138.0,1439293.0,2691.0,22819.0
Israel,2015,120065.3,112.6923076923077,0.0,11336.0,0.0863,393.9,6367.0,98842.0,19194.0,1208562.0,2262.0,22961.0
Italy,2010,142668.54545454544,1584.3076923076924,179334.45454545456,9181.227609,3.9497,9629.8,71613.0,4711514.0,334240.0,8711333.0,300310.0,2007289.0
Italy,2011,146940.27272727274,1645.6923076923076,185353.0,34324.08199,4.0779,9240.6,70690.0,5472577.0,391747.0,9222567.0,306240.0,2325131.0
Italy,2012,136474.18181818182,1593.4615384615386,221669.54545454544,92.728455,4.0024,9560.0,61889.0,5227334.0,446353.0,8910700.0,367949.0,2236558.0
Italy,2015,150417.63636363635,1629.3076923076924,130679.92857142857,19635.12482,3.9414,9048.0,63322.0,5349871.56,419680.71,8785299.07,283326.01,2199886.91
Italy,2016,156940.54545454544,1700.8461538461538,154823.7142857143,28468.51741,4.0565,9149.0,60259.0,5287518.7,431838.7299999999,9067640.88,492951.87000000005,2350870.49
Italy,2017,153454.9090909091,1745.076923076923,135635.7857142857,24047.08374,3.6707,9218.27,56641.0,5723799.95,446534.17,9546667.18,1070216.45,2390601.15
Italy,2018,198795.25,1682.8461538461538,130151.07142857143,37682.19781,3.7404,9160.0,54153.0,6011449.62,430023.17,9877850.53,1073112.16,2410850.49
Italy,2019,204663.375,1703.6923076923078,111415.28571428571,18145.8922,3.6533,9329.07,48567.0,6066755.68,387723.5,9236109.88,1731011.34,2167523.91
Italy,2020,219460.0,1918.6923076923078,138379.14285714287,-23621.99574,3.7232,9384.57,56556.0,6890342.74,388108.58,10121823.38,2047501.01,2344185.57
Italy,2021,203025.75,1938.1538461538462,143057.2857142857,-8955.711099,3.7024999999999997,9361.4345,50345.0,7670921.36,473275.27,11059310.76,2483661.6,2873475.56
Jamaica,2010,108897.6,25.61538461538462,2269.3333333333335,227.7,0.0025,192.3,1034.18,20358.0,47551.0,49363.0,319.0,616.0
Jamaica,2011,115768.2,26.923076923076923,2084.4,218.2,0.0027,191.5,1108.54,18772.0,55124.0,49642.0,315.0,818.0
Japan,2010,136480.81818181818,49.38461538461539,558741.0,-1251.810168,2.6120999999999994,4593.0,55576.0,508929.0,79150.0,195620.0,306528.0,70881.0
Japan,2011,142241.18181818182,45.38461538461539,566711.6666666666,-1758.334231,2.6431,4561.0,51796.3,426149.0,75424.0,191021.0,328220.0,77746.0
Jordan,2010,123845.33333333333,79.15384615384616,12893.5,1688.5915490000002,0.0211,260.3,932.8,46328.0,13401.0,521681.0,42616.0,7932.0
Jordan,2011,135853.0,90.46153846153847,34083.333333333336,1485.915493,0.024,260.6,1111.9,48204.0,13390.0,589261.0,37137.0,5692.0
Jordan,2015,136251.66666666666,94.08333333333333,13680.0,1600.2816899999998,0.0272,314.3,666.0,70037.31,15672.969999999998,773656.12,69527.59,7384.59
Jordan,2016,155565.44444444444,75.25,17222.0,1552.957746,0.028599999999999997,323.96,1028.0,36851.44,35865.25,609561.54,57942.25,11006.39
Jordan,2017,145823.11111111112,71.08333333333333,18733.0,2029.7183100000002,0.0225,265.0,1291.4,48477.38,32637.34,572571.9,63457.01999999999,5500.22
Jordan,2018,160420.11111111112,100.0,16043.0,954.929577,0.0267,279.8,675.0,145403.75,25290.89,497667.49,66420.97,4740.45
Jordan,2019,165307.625,69.83333333333333,12707.0,729.71831,0.0352,294.5,1862.0,61580.98,22884.28,427740.95,60759.43,8914.24
Jordan,2020,163677.875,61.916666666666664,13965.0,760.28169,0.0375,287.0,1176.0,59813.0,29680.03,407443.85,41587.58,9651.54
Jordan,2021,174019.25,73.0,15072.0,621.830986,0.027500000000000004,281.0,1257.0,116007.71,43012.84,527545.49,49340.93,6709.4
Kenya,2010,131376.27272727274,91.53846153846155,32441.1,1197.553425,1.2943,6010.0,2757.77,42322.0,58719.0,449204.0,136004.0,118931.0
Kenya,2011,113044.36363636363,72.46153846153847,43425.61538461538,1255.086544,1.3211,6321.0,3143.67,21070.0,51563.0,384844.0,129025.0,42161.0
Kenya,2018,114649.09090909091,136.83333333333334,33135.555555555555,768.253216,1.5271,6399.0,6073.6,64530.2,52722.2,591260.25,139677.31,114019.66999999998
Kenya,2019,108459.54545454546,116.16666666666667,43176.71428571428,468.696261,1.5051,6410.0,6587.2,51651.64000000001,50217.64000000001,550717.18,129352.82,136235.73
Kenya,2020,125656.81818181818,141.83333333333334,51775.14285714285,716.756224,1.4943,6410.0,6227.91,93941.49,55820.85999999999,651242.17,154688.22,187393.06
Kenya,2021,129098.63636363637,137.08333333333334,46903.61538461538,463.348936,1.359,6410.0,5617.419999999999,65386.30999999999,66761.4,695910.27,125520.66,215348.18
Kuwait,2010,220308.5,11.692307692307692,9000.0,1304.625641,0.0045,16.0,1222.75,34683.0,4101.0,30611.0,73.0,3391.0
Kuwait,2011,283378.5,11.846153846153847,2280.8888888888887,3259.066896,0.0076,16.5,1536.94,40380.0,5711.0,33183.0,12.0,3561.0
Kyrgyzstan,2010,73272.09090909091,30.692307692307693,20301.75,437.6,0.4331999999999999,1350.4,350.1,4659.0,2464.0,97434.8,23609.0,1056.0
Kyrgyzstan,2011,76601.81818181818,32.53846153846154,13780.0,693.5,0.436,1350.6,312.9,5915.0,2646.0,135724.0,15680.0,12.0
Kyrgyzstan,2015,95142.63636363637,18.666666666666668,1486.5217391304345,1141.7,0.4791,1355.6,516.0,4834.59,2174.79,71968.98,28435.79,10.86
Kyrgyzstan,2016,119797.18181818182,11.916666666666666,1759.0,616.0,0.47670000000000007,1363.8,533.0,5596.95,1662.2799999999997,86070.32,15633.589999999998,43.73
Kyrgyzstan,2017,101419.18181818182,17.23076923076923,1112.9130434782608,-107.2,0.4665,1363.8,560.0,9807.98,4573.94,111198.51,22799.71,162.32
Kyrgyzstan,2018,107367.09090909091,17.333333333333332,1189.7826086956522,49.2,0.4796,1365.0,608.0,12807.03,13387.79,94067.24,11885.66,284.62
Latvia,2010,57610.875,151.76923076923077,34421.42857142857,378.78537,0.3737,1180.0,1027.5,337784.0,14834.0,94521.0,22238.0,24634.0
Latvia,2011,57549.125,107.15384615384616,112652.0,1452.690257,0.3664,1165.0,1074.01,260054.0,25518.0,150182.0,31038.0,28394.0
Latvia,2012,63095.75,207.30769230769232,39880.57142857143,1108.835479,0.5227,1184.0,1281.04,621395.0,37970.0,149284.0,28803.0,28112.0
Latvia,2013,60131.0,168.92307692307693,45197.0,901.786307,0.48719999999999997,1214.0,1250.5,489847.0,47565.0,167735.0,26152.0,27468.0
Latvia,2014,69881.875,195.23076923076923,35788.11111111111,515.45712,0.5512,1215.0,1417.41,538436.44,22973.58,166533.29,27993.99,37969.28
Latvia,2015,74489.125,252.92307692307696,37889.22222222222,664.595612,0.7408,1236.5,1510.15,551957.82,16129.43,163108.79,31752.88,21923.72
Latvia,2016,75981.125,283.3076923076923,39341.11111111111,247.946731,0.6763,1296.0,1724.6199999999997,555096.75,18357.74,185044.07,39841.79,19091.8
Latvia,2017,65911.75,293.0,37558.0,682.323988,0.6764,1298.0,1478.43,597683.17,16641.51,185511.22,39337.86,15523.54
Latvia,2018,89726.4,267.9230769230769,35786.77777777778,960.116773,0.5079,1303.0,1586.99,600428.78,20744.77,246577.89000000004,45409.75,16530.53
Latvia,2019,118110.4,347.7692307692308,39287.666666666664,897.8188349999999,0.7535,1328.0,1650.67,764309.9,19963.98,234229.41,83027.06,15016.170000000002
Latvia,2020,118340.6,405.3076923076923,41376.77777777778,954.87642,0.8259000000000001,1343.0,1900.41,924435.2300000001,21617.42,271434.5,69414.77,21822.38
Latvia,2021,97286.6,351.1538461538461,41750.11111111111,3301.028798,0.7254,1371.0,1984.43,918196.05,27523.76,311393.13,39329.8,25084.82
Lebanon,2010,136543.7,59.07692307692307,25327.85714285714,3708.3796789999997,0.0385,240.0,1816.0,52968.0,26374.0,214907.0,22077.0,22022.0
Lebanon,2011,138487.0,53.07692307692307,26457.466666666664,3137.050288,0.051100000000000007,251.0,1816.0,46475.0,30893.0,242313.0,20932.0,20906.0
Lebanon,2013,126160.6,68.38461538461539,25333.33333333333,2661.0871280000006,0.0601,260.0,1816.0,60534.0,45256.0,273020.0,13043.0,34525.0
Lebanon,2014,133358.4,70.61538461538461,25333.33333333333,2862.509427,0.06060000000000001,262.0,1816.0,60085.56,51294.05,283114.73,25344.88,30353.640000000003
Lebanon,2015,135891.9,62.84615384615385,25333.33333333333,2159.289952,0.064,265.0,1816.0,66303.94,78639.5,255205.98000000004,17651.92,30160.65
Lebanon,2016,141680.3,54.07692307692307,25333.33333333333,2568.485071,0.0674,271.0,1816.0,47669.78,72884.46,251183.83,22206.17,34629.51
Lesotho,2015,61091.4,3.4545454545454546,250.66666666666663,206.51445999999999,0.04,223.0,87.03,10285.2,174.5,1430.06,6.7,184.32
Lesotho,2016,63475.8,5.181818181818182,5.109999999999999,80.332295,0.0182,356.0,95.06,16887.36,26.5,100.02,5.49,22.74
Lesotho,2017,63773.2,2.5,601.8,42.05743600000001,0.0754,418.0,140.57,13959.88,18.11,129.7,529.91,2.92
Lesotho,2018,63003.8,3.583333333333334,2131.0,40.558389,0.0692,433.3,91.65,6761.57,1.53,13.41,0.01,0.3
Lesotho,2020,63150.4,5.3076923076923075,1.8940000000000001,27.957788,0.0217,433.0,265.7,18903.32,20.98,503.95,830.3099999999998,6.590000000000001
Libya,2010,62613.88888888889,0.3333333333333333,34500.0,1909.0,0.1021,2051.0,2312.48,149.0,21.0,1429.0,309.0,1.0
Libya,2013,62592.555555555555,0.16666666666666666,12666.666666666666,702.0,0.1261,2055.0,1496.43,735.0,32.0,1152.0,0.0,83.0
Lithuania,2010,90786.77777777778,224.8461538461538,63629.6923076923,1019.621321,0.6527,2158.1,1803.77,412670.0,81298.0,684976.0,241484.0,39830.0
Lithuania,2011,108149.33333333333,212.69230769230768,78397.71428571429,1799.806771,0.7493,2216.6,2062.34,473208.0,111339.0,918843.0,360846.0,51361.0
Lithuania,2015,111472.55555555556,489.1538461538461,0.0,1055.053811,1.375,2206.9,2737.7,843974.97,97865.49,738732.05,374623.1,94206.13
Luxembourg,2010,109593.75,20.76923076923077,6234.25,221936.4409,0.033,63.45,154.25,84814.0,1674.0,212200.0,168615.0,2536.0
Luxembourg,2011,107126.625,20.23076923076923,7401.272727272726,412323.5398,0.0301,63.63000000000001,154.25,97328.0,3894.0,198818.0,172993.0,3614.0
Luxembourg,2016,82584.0,31.153846153846153,3551.3666666666663,17578.75628,0.027500000000000004,63.4,159.93,103467.24,1515.96,227379.63,132058.06,3117.44
Luxembourg,2017,84919.0,29.923076923076923,3511.732666666666,-27368.64699,0.029699999999999997,63.592,139.5,109314.98,1734.09,213229.99,132372.92,3046.21
Luxembourg,2018,121395.83333333333,33.38461538461539,3090.2180000000003,-26048.33414,0.0303,63.676,139.61,142567.0,1746.8499999999997,221368.58,131890.3,2927.89
Luxembourg,2019,116531.5,35.07692307692308,3293.3786666666665,12803.43365,0.0312,63.515,133.04,137405.96,1572.6899999999998,224030.15,115826.68,3045.28
Luxembourg,2020,120711.33333333333,34.07692307692308,3162.5599999999995,57149.80823,0.0281,63.68500000000001,138.93,128805.31,1434.01,236689.31999999998,114773.21,2862.78
Luxembourg,2021,113337.33333333333,33.84615384615385,3362.9586666666664,25122.59105,0.0283,64.03,122.71,142018.98,1765.0600000000002,216465.42,122622.61,2978.17
Madagascar,2010,58552.72727272727,9.0,2069.6666666666665,808.182014,1.3827,3600.0,241.89,597.0,14104.0,35753.0,636.0,681.0
Madagascar,2011,59250.63636363636,10.666666666666666,3454.0,809.779174,1.2708,3600.0,310.36,1161.0,15015.0,46179.0,959.0,1197.0
Malawi,2010,137708.45454545456,24.416666666666668,21838.23076923077,97.0,1.0713,3635.0,584.12,12569.0,103737.0,56357.0,874904.0,411.0
Malawi,2011,138769.0909090909,59.333333333333336,18080.166666666668,812.686,1.1138,3635.0,553.57,94513.0,214151.0,70021.0,571627.0,198.0
Malawi,2012,135085.45454545456,31.916666666666668,48724.75,-8.886,1.1279,3635.0,775.83,12001.0,78497.0,94855.0,487869.0,198.0
Malawi,2013,142291.36363636365,31.916666666666668,38838.4,445.52074200000004,1.1628,3695.0,1500.2700000000002,4233.0,112106.0,103491.0,551349.0,133.0
Malawi,2014,150690.9090909091,24.5,77439.4,598.737782,1.0763,3801.0,2358.01,4742.07,86817.95,95874.24,639343.49,643.91
Malawi,2015,149916.0,22.307692307692307,47889.189999999995,408.465487,0.898,3856.0,2358.01,2857.93,98361.0,96854.36,495665.22,326.29
Malawi,2016,148447.72727272726,24.333333333333332,47889.132,115.7,0.8263999999999999,3912.0,2358.01,4009.92,82250.5,62715.42,539089.83,103.92000000000002
Malaysia,2021,98534.81818181818,1865.923076923077,87727.27272727272,12173.37579,0.6351,8286.0,45671.0,1521906.16,319329.19,766636.82,50529.68,18896045.48
Maldives,2020,29781.555555555555,0.0,28.186999999999998,440.711709,0.0,5.4,376.47,144.45,0.8,81.19,0.04,471.56
Malta,2010,90946.28571428571,1.3846153846153846,118.5076923076923,1552.644412,0.0044,10.33,110.19,17724.0,10.0,1398.0,128.0,6.0
Malta,2011,97793.71428571429,1.6923076923076923,136.51272727272726,21875.93191,0.0043,10.33,106.7,20960.0,212.0,4867.0,1042.0,0.0
Mauritius,2010,135852.1,50.15384615384615,2413.923076923077,453.08864199999994,0.0036,84.0,916.52,17258.0,268172.0,752.0,6558.0,900.0
Mauritius,2011,135527.4,44.69230769230769,3226.3076923076924,449.174389,0.0036,82.0,887.38,21805.0,306876.0,7048.0,10438.0,1978.0
Mauritius,2012,134010.6,45.15384615384615,3676.666666666666,677.97005,0.0035000000000000005,80.0,810.11,24954.0,273746.0,6876.0,12707.0,1236.0
Mauritius,2013,131847.8,44.07692307692307,2938.2307692307686,448.384046,0.0034,79.0,857.41,27570.0,316520.0,8901.0,11615.0,1449.0
Mauritius,2014,138803.8,45.41666666666666,3319.133333333333,604.050341,0.0035000000000000005,79.0,843.62,26018.72,261780.89000000004,7936.82,13422.5,4114.52
Mauritius,2015,130481.2,47.41666666666666,2261.5,276.038532,0.0033,79.0,907.29,20026.61,222704.78999999998,6714.979999999999,12020.54,1469.6
Mauritius,2016,130172.2,50.91666666666666,2996.4,510.974659,0.0032,79.0,917.04,19722.96,237568.26,6430.19,6382.23,2007.69
Mauritius,2017,131276.7,44.5,2910.066666666667,616.042093,0.003,79.0,530.02,19642.74,254675.76,5178.05,5284.4,337.7
Mauritius,2018,122642.8,29.83333333333333,1791.2631578947369,511.869207,0.0029,79.0,771.49,24102.44,146352.13,5706.73,4825.32,94.16
Mauritius,2019,131577.2,36.53846153846154,1774.157894736842,444.077761,0.0027,79.0,754.73,14206.26,192416.5,4905.85,3304.3,573.3
Mauritius,2020,119384.0,36.416666666666664,1365.65,224.668083,0.0027,79.0,708.55,9633.47,187251.11,4125.37,2208.17,212.43
Mauritius,2021,120458.2,24.58333333333333,1778.6,253.18925300000004,0.0026,79.0,705.3,10778.9,169122.55,5583.34,2514.85,133.75
Mexico,2010,136903.72727272726,1187.6923076923076,265572.2869230769,27189.30354,7.3525,25584.0,52305.13,1392434.0,1355095.0,7411111.0,291395.0,103660.0
Mexico,2011,134280.72727272726,1274.3076923076924,225808.68785714288,25632.51699,6.0635,25397.0,53219.63,1718057.0,1933090.0,8618799.0,300048.0,136760.0
Mexico,2012,135825.36363636365,1304.0,1609115.3333333333,21769.31826,7.1224,25210.0,49213.67,1912535.0,1545769.0,8868020.0,317438.0,160384.0
Mexico,2013,145750.36363636365,1491.1538461538462,1678787.3333333333,48354.35951,7.0993,25023.0,47551.15,2072542.0,2165422.0,9886625.0,310183.0,159152.0
Mexico,2014,143041.54545454544,1548.3076923076924,1714592.0,30350.637080000004,7.695,24838.0,43028.74,2177214.8,1868464.37,10759193.73,266125.2,202705.08999999997
Mexico,2015,142005.9090909091,1560.3076923076924,1789332.0,35943.83775,7.3521,24743.0,48292.99,2251235.93,1716101.89,11736831.62,224524.3,194652.14
Mexico,2016,143798.45454545456,1774.5384615384614,2255421.0,31189.01575,8.0104,24374.0,47421.33,2716546.04,1616867.1699999997,13514216.46,216625.11,213963.45
Mexico,2017,148298.63636363635,1771.076923076923,2592957.6666666665,34017.65962,7.7821,22926.0,50801.94,2804529.84,1696428.04,14955209.52,219571.67,246530.98999999996
Mexico,2018,148570.45454545456,1882.076923076923,2831380.6666666665,34100.96353,7.4329,22607.0,53144.44,2820366.69,1741000.6699999997,15141309.31,242024.56000000003,320395.91
Mexico,2019,150277.63636363635,1836.2307692307693,2265107.3333333335,34614.65829,7.2989999999999995,22129.0,48989.2,2667738.47,1702195.55,16544697.62,16675.54,279770.34
Mexico,2020,145809.0,1708.3846153846152,2412348.6666666665,28205.89799,7.4634,22869.0,41681.10999999999,2532350.22,1264814.25,17095610.46,4183.45,325568.35
Mexico,2021,143806.54545454544,2004.0,2319190.3333333335,31829.06882,7.5534,22899.0,43578.14000000001,2867494.76,1582321.9,18455939.81,39357.69,315235.03
Mongolia,2010,37543.25,0.09090909090909091,5036.714285714285,1025.996,0.11510000000000001,1239.03,115.7,0.0,30.0,672.0,66.0,0.0
Mongolia,2011,39893.875,1.1818181818181819,6275.142857142857,5745.3,0.141,1294.8,115.7,0.0,150.0,2883.0,0.0,0.0
Montenegro,2010,76130.25,3.6666666666666665,890.8571428571429,760.440768,0.0016999999999999997,188.0,66.11,3370.0,400.0,10761.0,178.0,1666.0
Montenegro,2011,74457.625,3.25,493.3636363636364,558.0527,0.0023,189.0,75.11,5429.0,716.0,11463.0,549.0,2598.0
Morocco,2010,129481.36363636363,137.53846153846155,91054.55400000002,4166.286491,2.2746,8988.3,13697.0,41271.0,22218.0,1370436.0,15426.0,97154.0
Morocco,2011,140127.36363636365,128.92307692307693,95408.88,3221.337302,2.5122,9103.8,13697.0,13157.0,16154.0,1785996.0,3768.0,110527.0
Morocco,2012,133912.0909090909,142.6153846153846,84474.5,3719.293406,1.7638,9403.0,13697.0,74918.0,24204.0,1452279.0,5385.0,70357.0
Morocco,2013,133155.18181818182,165.6153846153846,104038.1,4648.967938,2.7842,9585.0,13697.0,100102.0,37155.0,1684119.0,32194.0,77637.0
Morocco,2014,139180.27272727274,182.33333333333334,106361.6,3560.931392,2.0838,9082.5,13697.0,81111.63,51273.78,1823875.2699999998,76796.31,102639.75
Morocco,2015,138958.27272727274,177.0769230769231,115189.2,3254.799347,3.1882,9047.0,13697.0,47511.87,115383.5,1719227.9699999997,66034.39,150572.98
Morocco,2016,140954.45454545456,200.0769230769231,83873.16666666667,2157.129048,1.2356,9875.0,13697.0,23105.77,215106.37,1875464.68,70377.56,152060.53
Mozambique,2010,85947.09090909091,47.75,7891.692307692308,1086.111,1.022,5950.0,1189.02,22397.0,122467.0,38335.0,164405.0,3926.0
Mozambique,2011,94598.18181818182,48.666666666666664,6700.666666666667,3558.543611,1.0525,5950.0,768.85,22636.0,120260.0,85551.0,217139.0,6841.0
Myanmar,2010,93902.9,117.41666666666669,14018.833333333336,19998.965,9.3117,12217.0,3340.09,225118.0,7355.0,1033939.0,29.0,463.0
Myanmar,2011,93641.8,162.66666666666666,24688.571428571428,4644.46,8.6289,12250.0,4642.42,373345.0,4330.0,1559722.0,1036.0,518.0
Myanmar,2017,93484.6,535.0,307432.0,4784.311,8.092,12571.6,17274.0,1342017.25,660235.3,1309621.55,60315.89,264.92
Myanmar,2018,94372.7,492.3076923076923,321032.4,2891.919,8.2789,12590.3,15326.0,1163851.81,606853.61,1302610.52,57953.56999999999,1277.13
Myanmar,2019,95866.1,526.3846153846154,178222.0909090909,2508.877,7.9791,12500.4,17337.49,1025758.1899999998,115510.81000000001,1769525.27,61759.66000000001,677.85
Myanmar,2020,95751.4,529.8461538461538,252404.83333333337,1907.1540410000002,7.9111,12500.0,11748.89,1169925.82,141386.97,2087465.0,47811.17,1297.66
Namibia,2010,40440.875,5.0,826.25,283.799894,0.0351,809.0,656.75,94.0,879.0,57837.0,1439.0,4124.0
Namibia,2011,43172.0,4.384615384615385,1546.6,817.065445,0.035,809.0,576.76,248.0,785.0,42517.0,1361.0,3840.0
Nepal,2010,89445.09090909091,20.0,7335.533333333334,124.211055,2.2476,2332.0,332.01,7410.0,523.0,72997.0,1038.0,4207.0
Nepal,2011,90028.63636363637,18.46153846153846,14990.7,135.787625,2.4015,2331.3,342.92,12965.0,924.0,70426.0,1527.0,2812.0
Nepal,2012,92636.18181818182,22.923076923076923,11481.3,83.8178,2.5485,2326.0,410.32,6993.0,645.0,68849.0,2081.0,1959.0
Nepal,2013,91524.18181818182,20.307692307692307,22540.4,279.939526,2.3632,2326.0,454.53,7664.0,264.0,76277.0,10416.0,2361.0
Nepal,2014,89748.27272727272,24.083333333333332,28072.3,206.10971199999997,2.5638,2325.7,549.17,11148.0,2381.86,101787.1,20547.9,1366.69
Nepal,2015,90242.45454545454,17.416666666666668,43627.42857142857,51.558029,2.4884,2325.7,573.97,6881.61,1949.06,64692.4,12021.71,847.91
Nepal,2016,98652.27272727272,16.692307692307693,99504.33333333333,106.133571,2.3522,2325.7,632.75,8926.44,1476.61,59109.08,2316.58,2091.33
Nepal,2017,91461.27272727272,16.46153846153846,66409.5,197.775964,2.6055,2325.7,691.53,9589.76,3499.8099999999995,56748.63,1809.01,749.45
Nepal,2018,94703.0,21.416666666666668,170461.5,67.055675,2.6328,2325.7,750.31,8571.33,559.76,57306.94000000001,1509.99,22060.72
Nepal,2019,99695.36363636363,38.5,168843.5,184.995134,2.7297,2325.7,809.09,10374.35,1478.06,52188.95999999999,1184.72,245152.56000000003
Nepal,2020,100672.72727272728,35.18181818181818,192499.0,126.49257599999999,2.7774,2325.7,681.5,9404.45,367.29,32790.03,827.23,255720.06000000003
Nepal,2021,99754.72727272728,59.0,183081.0,195.95563100000004,2.8148,2325.7,783.14,11865.05,337.52,50434.39000000001,755.42,890965.98
Netherlands (Kingdom of the),2016,257971.0,2886.0,75169.6875,48400.62146,0.5011,1066.0,12216.17,4919987.31,1410104.92,17536399.88,3117961.88,3770353.4000000004
Netherlands (Kingdom of the),2017,275596.1111111111,3464.0,76620.66666666667,46114.2279,0.5249,1075.0,12001.46,5569318.76,1764703.76,21374796.05,3058578.21,4735018.78
Netherlands (Kingdom of the),2018,423848.4,3568.0769230769233,72239.53333333334,67566.63867,0.4843,1059.0,10854.6,6522998.75,1888609.58,22945235.05,2637780.11,4206548.66
Netherlands (Kingdom of the),2019,458373.6,3548.3846153846152,71710.06666666667,38885.45555,0.5503,1048.8,10685.6,6560374.49,1666444.73,22658705.58,2209505.62,3906648.4
Netherlands (Kingdom of the),2020,454314.0,3617.5384615384614,71945.73333333334,13582.82551,0.5091,1042.04,11291.6,6816509.08,1730354.7600000002,23607864.24,2179655.24,4518672.56
